source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities. #WEF18 https://t.co/FPP8aRDAyt,01-25-2018 17:25:53,16126,76595,false,956578887160532992
Twitter for iPhone,Will soon be heading to Davos Switzerland to tell the world how great America is and is doing. Our economy is now booming and with all I am doing will only get better...Our country is finally WINNING again!,01-25-2018 00:27:00,28565,153222,false,956322473955545089
Media Studio,It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local government - and listen to the leaders who know their communities best. Together we will usher in a bold new era of Peace and Prosperity! https://t.co/dmYECTnk0a https://t.co/RSv7V7r0DT,01-24-2018 22:51:20,16907,79480,false,956298399946563585
Twitter for iPhone,Earlier today I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School. My thoughts and prayers are with Bailey Holt Preston Cope their families and all of the wounded victims who are in recovery. We are with you!,01-24-2018 20:26:16,19375,98991,false,956261892640604161
Twitter for iPhone,Tremendous investment by companies from all over the world being made in America. There has never been anything like it. Now Disney J.P. Morgan Chase and many others. Massive Regulation Reduction and Tax Cuts are making us a powerhouse again. Long way to go! Jobs Jobs Jobs!,01-24-2018 11:58:58,33430,147717,false,956134228726558720
Twitter for iPhone,Cryin’ Chuck Schumer fully understands especially after his humiliating defeat that if there is no Wall there is no DACA. We must have safety and security together with a strong Military for our great people!,01-24-2018 04:07:27,36929,155379,false,956015565776277510
Twitter for iPhone,Where are the 50000 important text messages between FBI lovers Lisa Page and Peter Strzok?  Blaming Samsung!,01-24-2018 03:54:22,32321,128108,false,956012274942128128
Twitter for iPhone,Thank you to General John Kelly who is doing a fantastic job and all of the Staff and others in the White House for a job well done. Long hours and Fake reporting makes your job more difficult but it is always great to WIN and few have won more than us!,01-23-2018 14:16:02,21717,97963,false,955806333667807232
Twitter for iPhone,Nobody knows for sure that the Republicans &amp; Democrats will be able to reach a deal on DACA by February 8 but everyone will be trying....with a big additional focus put on Military Strength and Border Security. The Dems have just learned that a Shutdown is not the answer!,01-23-2018 13:34:37,24242,112996,false,955795912374267907
Twitter for iPhone,In one of the biggest stories in a long time the FBI now says it is missing five months worth of lovers Strzok-Page texts perhaps 50000 and all in prime time. Wow!,01-23-2018 11:55:42,36992,135105,false,955771016319590400
Twitter for iPhone,In one of the biggest stories in a long time the FBI says it is now missing five months worth of lovers Strzok - Page texts perhaps 50000 all in prime time. Wow!,01-23-2018 11:51:04,1115,3377,false,955769850022055936
Twitter for iPhone,Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...Schumer and Dems caved...gambled and lost.” Thank you for your honesty Jim!,01-23-2018 11:31:40,27482,129659,false,955764970590961665
Twitter for iPhone,Big win for Republicans as Democrats cave on Shutdown. Now I want a big win for everyone including Republicans Democrats and DACA but especially for our Great Military and Border Security. Should be able to get there. See you at the negotiating table!,01-23-2018 04:30:33,28240,133887,false,955658992793149440
Twitter for iPhone,End the Democrats Obstruction! https://t.co/tzBXilvW1b,01-22-2018 15:13:18,21798,93346,false,955458357200130049
Twitter for iPhone,Democrats have shut down our government in the interests of their far left base. They don’t want to do it but are powerless!,01-22-2018 13:15:55,22362,109949,false,955428815777533952
Twitter for iPhone,The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!,01-22-2018 13:07:09,33486,132409,false,955426609326100480
Twitter for iPhone,Thank you to Brad Blakeman on @FoxNews for grading year one of my presidency with an “A”-and likewise to Doug Schoen for the very good grade and statements. Working hard!,01-22-2018 01:21:42,23750,127061,false,955249077645643776
Twitter for iPhone,Great to see how hard Republicans are fighting for our Military and Safety at the Border. The Dems just want illegal immigrants to pour into our nation unchecked. If stalemate continues Republicans should go to 51% (Nuclear Option) and vote on real long term budget no C.R.’s!,01-21-2018 12:35:28,47828,178995,false,955056249925750784
Twitter for iPhone,RT @realDonaldTrump: Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that hap…,01-21-2018 12:20:19,44908,0,true,955052436187701248
Twitter for iPhone,RT @FoxNews: .@EricTrump: "My father was elected for one reason and that's because he actually believes in putting America first which is…,01-21-2018 02:34:52,14420,0,true,954905101717655552
Twitter for iPhone,RT @FoxNews: .@KellyannePolls: "Since @POTUS took office 863000 new jobs were filled by women. Over half a million American women have en…,01-21-2018 02:33:09,14559,0,true,954904669112995840
Twitter for iPhone,RT @FoxNews: .@davidwebbshow: "Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a construct of…,01-21-2018 02:31:28,13166,0,true,954904246494916609
Twitter for iPhone,RT @FoxNews: .@EricTrump: "People have seen a year that's incredible that's been filled with nothing but the best for our country America…,01-21-2018 02:31:07,7391,0,true,954904160016785413
Twitter for iPhone,Eric Trump on @JudgeJeanine on @FoxNews now!,01-21-2018 02:18:51,6389,46706,false,954901073587834882
Twitter for iPhone,The Trump Administration has terminated more UNNECESSARY Regulation in just twelve months than any other Administration has terminated during their full term in office no matter what the length. The good news is THERE IS MUCH MORE TO COME!,01-21-2018 00:47:40,31921,154853,false,954878124214415360
Twitter for iPhone,RT @realDonaldTrump: Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our danger…,01-21-2018 00:40:18,42614,0,true,954876269300248576
Twitter for iPhone,Unprecedented success for our Country in so many ways since the Election. Record Stock Market Strong on Military Crime Borders &amp; ISIS Judicial Strength &amp; Numbers Lowest Unemployment for Women &amp; ALL Massive Tax Cuts end of Individual Mandate - and so much more. Big 2018!,01-20-2018 22:31:27,29055,130892,false,954843844402647040
Twitter for iPhone,Beautiful weather all over our great country a perfect day for all Women to March. Get out there now to celebrate the historic milestones and unprecedented economic success and wealth creation that has taken place over the last 12 months. Lowest female unemployment in 18 years!,01-20-2018 18:51:24,53725,209710,false,954788467069870081
Twitter for iPhone,Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that happen!,01-20-2018 14:27:54,44943,168968,false,954722155463430145
Twitter for iPhone,#AMERICA FIRST!,01-20-2018 11:47:42,31872,123740,false,954681839419101185
Twitter for iPhone,For those asking the Republicans only have 51 votes in the Senate and they need 60. That is why we need to win more Republicans in 2018 Election! We can then be even tougher on  Crime (and Border) and even better to our Military &amp; Veterans!,01-20-2018 11:44:01,40265,155084,false,954680914998648833
Twitter for iPhone,This is the One Year Anniversary of my Presidency and the Democrats wanted to give me a nice present. #DemocratShutdown,01-20-2018 11:33:35,30695,124222,false,954678287820902401
Twitter for iPhone,Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dangerous Southern Border. They could have easily made a deal but decided to play Shutdown politics instead. #WeNeedMoreRepublicansIn18 in order to power through mess!,01-20-2018 11:17:10,42612,145344,false,954674157144477696
Twitter for iPhone,Not looking good for our great Military or Safety &amp; Security on the very dangerous Southern Border. Dems want a Shutdown in order to help diminish the great success of the Tax Cuts and what they are doing for our booming economy.,01-20-2018 02:28:56,31457,117670,false,954541219970977793
Twitter for iPhone,Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military together with @SenateMajLdr McConnell and @SpeakerRyan. Making progress - four week extension would be best!,01-19-2018 22:17:53,13138,65007,false,954478044487520257
Twitter for iPhone,Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!,01-19-2018 20:53:17,28082,129151,false,954456754137501697
Twitter for iPhone,Today I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s March for Life theme: #LoveSavesLives. https://t.co/DMST4qhDmp,01-19-2018 18:39:50,25081,96877,false,954423170299199488
Twitter for iPhone,“Shutting down the government is a very serious thing. People die accidents happen. I don’t know how I would vote right now on a CR OK?”Sen. Dianne Feinstein (D-Calif)https://t.co/7xP3CBnv5j,01-19-2018 16:28:29,15651,49735,false,954390114968498176
Twitter for iPhone,.@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...https://t.co/0O0VsYXmHB,01-19-2018 16:14:05,8564,44108,false,954386490842378241
Twitter for iPhone,Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!,01-19-2018 12:04:47,26110,110987,false,954323750949982208
Twitter for iPhone,House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!,01-18-2018 23:39:53,20416,102080,false,954136290768846850
Twitter for iPhone,AMERICA will once again be a NATION that thinks big dreams bigger and always reaches for the stars. YOU are the ones who will shape America’s destiny. YOU are the ones who will restore our prosperity. And YOU are the ones who are MAKING AMERICA GREAT AGAIN! #MAGA https://t.co/f2abNK47II,01-18-2018 21:04:36,26240,103585,false,954097213608570880
Twitter for iPhone,Departing Pittsburgh now where it was my great honor to stand with our incredible workers and to show the world that AMERICA is back - and we are coming back bigger and better and stronger than ever before! https://t.co/kWPgylqFzj,01-18-2018 20:45:33,15312,76045,false,954092417250222082
Twitter for iPhone,A government shutdown will be devastating to our military...something the Dems care very little about!,01-18-2018 13:49:11,21966,90978,false,953987636057821184
Twitter for iPhone,CHIP should be part of a long term solution not a 30 Day or short term extension!,01-18-2018 13:37:24,12110,62752,false,953984671674662912
Twitter for iPhone,We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico now rated the number one most dangerous country in the world. If there is no Wall there is no Deal!,01-18-2018 13:16:26,29311,124070,false,953979393180950528
Twitter for iPhone,Will be going to Pennsylvania today in order to give my total support to RICK SACCONE running for Congress in a Special Election (March 13). Rick is a great guy. We need more Republicans to continue our already successful agenda!,01-18-2018 12:53:17,17299,85634,false,953973568035086336
Twitter for iPhone,....The Wall will be paid for directly or indirectly or through longer term reimbursement by Mexico which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!,01-18-2018 11:25:03,28282,112438,false,953951365532876800
Twitter for iPhone,The Wall is the Wall it has never changed or evolved from the first day I conceived of it. Parts will be of necessity see through and it was never intended to be built in areas where there is natural protection such as mountains wastelands or tough rivers or water.....,01-18-2018 11:15:25,21731,94684,false,953948941674078208
Twitter for iPhone,ISIS is in retreat our economy is booming investments and jobs are pouring back into the country and so much more! Together there is nothing we can’t overcome--even a very biased media. We ARE Making America Great Again!,01-18-2018 01:11:26,40177,179374,false,953796944564031489
Twitter for iPhone,Despite some very corrupt and dishonest media coverage there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!,01-18-2018 01:05:46,22540,112497,false,953795518592843777
Twitter for iPhone,And the FAKE NEWS winners are...https://t.co/59G6x2f7fD,01-18-2018 01:00:05,41677,112931,false,953794085751574534
Twitter for iPhone,Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt,01-17-2018 23:36:44,15704,68259,false,953773110553186312
Twitter for iPhone,During the campaign I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers! https://t.co/hz2q9UTfnF,01-17-2018 23:32:58,24791,99349,false,953772162665590787
Twitter for iPhone,I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA! https://t.co/OwXVUyLOb1,01-17-2018 23:28:30,24533,92540,false,953771038114045954
Media Studio,Today we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our friend and true AMERICAN HERO Bob Dole. #CongressionalGoldMedal https://t.co/qNQqDLRmCk,01-17-2018 23:19:02,15592,75223,false,953768657221451776
Twitter for iPhone,Eric Trump on @foxandfriends  now!,01-17-2018 13:04:46,6775,54585,false,953614071336701952
Twitter for iPhone,....we need to keep America safe including moving away from a random chain migration and lottery system to one that is merit-based. https://t.co/7PtoSFK1n2,01-16-2018 23:20:10,19205,81945,false,953406553083777029
Twitter for iPhone,New report from DOJ &amp; DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms....,01-16-2018 23:19:39,26005,100365,false,953406423177859073
Twitter for iPhone,Today it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! https://t.co/TerYFZViax,01-16-2018 20:17:39,10012,56142,false,953360619834691585
Twitter for iPhone,“President Donald J. Trump Proclaims January 16 2018 as Religious Freedom Day” https://t.co/bD3R2dJfyp,01-16-2018 19:43:32,19677,74030,false,953352036309000194
Twitter for iPhone,Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you and it will get even (much) better! @FoxNews,01-16-2018 14:30:00,28302,113867,false,953273134655987716
Twitter for iPhone,“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends,01-16-2018 14:24:40,16362,73687,false,953271789790138368
Twitter for iPhone,Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead except as it pertains to the Dems. Public gets it!,01-16-2018 14:19:46,26530,111945,false,953270558573154305
Twitter for iPhone,The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military at a time we need it more than ever. We need a merit based system of immigration and we need it now! No more dangerous Lottery.,01-16-2018 14:07:38,24015,100620,false,953267506004754432
Twitter for iPhone,We must have Security at our VERY DANGEROUS SOUTHERN BORDER and we must have a great WALL to help protect us and to help stop the massive inflow of drugs pouring into our country!,01-16-2018 13:54:02,25132,117811,false,953264081871495168
Twitter for iPhone,RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no t…,01-16-2018 00:55:35,30426,0,true,953068179919638528
Twitter for iPhone,RT @realDonaldTrump: DACA is probably dead because the Democrats don’t really want it they just want to talk and take desperately needed m…,01-16-2018 00:53:38,27874,0,true,953067686313037829
Twitter for iPhone,RT @realDonaldTrump: I as President want people coming into our Country who are going to help us become strong and great again people co…,01-16-2018 00:53:19,39776,0,true,953067606612828161
Twitter for iPhone,RT @realDonaldTrump: ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the poli…,01-16-2018 00:52:48,19251,0,true,953067477830946816
Twitter for iPhone,RT @realDonaldTrump: “President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2000000 workers…,01-16-2018 00:52:43,25217,0,true,953067456255406081
Twitter for iPhone,RT @EricTrump: I will be always be incredibly proud of my work for @StJude raising $16.3+ million dollars over the last 10 years at a 9.2%…,01-16-2018 00:50:19,13866,0,true,953066854079135744
Twitter for iPhone,RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/b81NtQGhHa,01-16-2018 00:48:04,8904,0,true,953066286434652165
Twitter for iPhone,RT @Heritage: We had a special visitor yesterday. @IvankaTrump thank you for meeting with @KayColesJames spending time with our team and…,01-16-2018 00:47:59,2661,0,true,953066265987420160
Twitter for iPhone,Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.,01-15-2018 20:28:15,30428,118168,false,953000902331453442
Twitter for iPhone,RT @WhiteHouse: "Dr. King's dream is our dream. It is the American Dream. It's the promise stitched into the fabric of our Nation etched i…,01-15-2018 16:01:11,21529,0,true,952933691642339329
Twitter for iPhone,...to stop drugs they want to take money away from our military which we cannot do.” My standard is very simple AMERICA FIRST &amp; MAKE AMERICA GREAT AGAIN!,01-15-2018 13:02:22,23721,113504,false,952888691944550401
Twitter for iPhone,Statement by me last night in Florida: “Honestly I don’t think the Democrats want to make a deal. They talk about DACA but they don’t want to help..We are ready willing and able to make a deal but they don’t want to. They don’t want security at the border they don’t want.....,01-15-2018 12:57:43,22262,94720,false,952887520790040576
Twitter for iPhone,...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the policies of President Obama and reversed our economic decline.” Thank you Stuart Varney.  @foxandfriends,01-14-2018 13:59:35,19249,88722,false,952540700683497472
Twitter for iPhone,“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2000000 workers. Most explosive Stock Market rally that we’ve seen in modern times. 18000 to 26000 from Election and grounded in profitability and growth. All Trump not 0...,01-14-2018 13:50:14,25199,112365,false,952538350333939713
Twitter for iPhone,I as President want people coming into our Country who are going to help us become strong and great again people coming in through a system based on MERIT. No more Lotteries! #AMERICA FIRST,01-14-2018 13:19:06,39822,162032,false,952530515894169601
Twitter for iPhone,DACA is probably dead because the Democrats don’t really want it they just want to talk and take desperately needed money away from our Military.,01-14-2018 13:09:09,27910,122528,false,952528011869478912
Twitter for iPhone,RT @realDonaldTrump: So much Fake News is being reported. They don’t even try to get it right or correct it when they are wrong. They prom…,01-14-2018 13:04:18,34679,0,true,952526791658360833
Twitter for iPhone,...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!,01-14-2018 13:01:44,16641,83609,false,952526145064505345
Twitter for iPhone,The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Korea). Obviously I didn’t say that. I said “I’d have a good relationship with Kim Jong Un” a big difference. Fortunately we now record conversations with reporters...,01-14-2018 12:58:43,22639,96340,false,952525384242876416
Twitter for iPhone,RT @paulsperry_: https://t.co/aU1rdyKA1W,01-14-2018 03:50:18,15840,0,true,952387373056380928
Twitter for iPhone,RT @paulsperry_: Fusion GPS firm behind disputed Russia dossier retracts its claim of FBI mole in Trump camphttps://t.co/s6CFPXSVqb,01-14-2018 03:49:56,10412,0,true,952387277610774528
Twitter for iPhone,RT @JackPosobiec: Dick Durbin called Trump racist for wanting to end chain migration. Here's a video of Dick Durbin calling for an end to…,01-14-2018 03:45:45,23390,0,true,952386227705204736
Twitter for iPhone,RT @LouDobbs: The stock market has gained an incredible 7.8 Trillion dollars in market value since @POTUS was elected! Looks like 4% econom…,01-14-2018 03:42:07,18307,0,true,952385311669178368
Twitter for iPhone,So much Fake News is being reported. They don’t even try to get it right or correct it when they are wrong. They promote the Fake Book of a mentally deranged author who knowingly writes false information. The Mainstream Media is crazed that WE won the election!,01-13-2018 22:08:34,34708,148208,false,952301373479104512
Twitter for iPhone,I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time but day by day they are blowing the one great opportunity they have. Too bad!,01-13-2018 14:20:01,27380,124729,false,952183458922672130
Twitter for iPhone,Yesterday was another big day for jobs and the Stock Market. Chrysler coming back to U.S. (Michigan) from Mexico and many more companies paying out Tax Cut money to employees. If Dems won in November Market would have TANKED! It was headed for disaster.,01-13-2018 14:20:00,548,2182,false,952183452366929920
Twitter for iPhone,AMERICA FIRST!,01-13-2018 13:14:20,37694,152962,false,952166927476183040
Twitter for iPhone,The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!,01-13-2018 13:14:03,21951,104405,false,952166857670320128
Twitter for iPhone,Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!,01-13-2018 13:13:12,24624,117847,false,952166643202916352
Twitter for iPhone,Today it was my great honor to proclaim January 15 2018 as Martin Luther King Jr. Federal Holiday. I encourage all Americans to observe this day with appropriate civic community and service activities in honor of Dr. King's life and legacy. https://t.co/samlJsz1Nt,01-12-2018 17:56:18,26544,109300,false,951875499537641472
Twitter for iPhone,Never said anything derogatory about Haitians other than Haiti is obviously a very poor and troubled country. Never said “take them out.” Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately no trust!,01-12-2018 13:48:49,36601,138855,false,951813216291708928
Twitter for iPhone,Sadly Democrats want to stop paying our troops and government workers in order to give a sweetheart deal not a fair deal for DACA. Take care of our Military and our Country FIRST!,01-12-2018 12:50:00,32123,125050,false,951798415301718017
Twitter for iPhone,The language used by me at the DACA meeting was tough but this was not the language used. What was really tough was the outlandish proposal made - a big setback for DACA!,01-12-2018 12:28:58,24795,103655,false,951793123985973248
Twitter for iPhone,....Because of the Democrats not being interested in life and safety DACA has now taken a big step backwards. The Dems will threaten “shutdown” but what they are really doing is shutting down our military at a time we need it most. Get smart MAKE AMERICA GREAT AGAIN!,01-12-2018 12:20:32,23043,92162,false,951790999784783872
Twitter for iPhone,....countries which are doing badly. I want a merit based system of immigration and people who will help take our country to the next level. I want safety and security for our people. I want to stop the massive inflow of drugs. I want to fund our military not do a Dem defund....,01-12-2018 12:09:58,24462,110177,false,951788342647107584
Twitter for iPhone,The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen was a big step backwards. Wall was not properly funded Chain &amp; Lottery were made worse and USA would be forced to take large numbers of people from high crime.....,01-12-2018 11:59:02,21748,83977,false,951785587765280768
Twitter for iPhone,Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for “peanuts” only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO!,01-12-2018 04:57:57,30085,125213,false,951679619341737986
Twitter for iPhone,The Democrats seem intent on having people and drugs pour into our country from the Southern Border risking thousands of lives in the process. It is my duty to protect the lives and safety of all Americans. We must build a Great Wall think Merit and end Lottery &amp; Chain. USA!,01-12-2018 04:42:25,29526,122744,false,951675713089888256
Twitter for iPhone,Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first!,01-12-2018 03:01:20,23043,99213,false,951650274032209920
Twitter for iPhone,Chrysler is moving a massive plant from Mexico to Michigan reversing a years long opposite trend. Thank you Chrysler a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow!,01-12-2018 02:53:05,26034,115604,false,951648197440569344
Twitter for iPhone,More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant relocating their heavy-truck production from Mexico to Michigan adding 2500 new jobs and paying $2000 bonus to U.S. employees! https://t.co/47azKD0l9B,01-12-2018 02:49:56,19199,73432,false,951647402599026689
Twitter for iPhone,Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!,01-12-2018 02:47:17,13261,68224,false,951646736233189377
Twitter for iPhone,Thank you Adam Levine The Federalist in interview on @foxandfriends  “Donald Trump is the greatest President our Country has ever seen.”,01-12-2018 02:43:56,15578,76146,false,951645893513613312
Media Studio,Yesterday I signed the #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs into our country. Together we are committed to doing everything we can to combat the deadly scourge of drug addiction and overdose in the United States! https://t.co/ELZvFol5Lo,01-11-2018 23:27:03,13781,59300,false,951596346011680768
Twitter Web Client,Great news as a result of our TAX CUTS &amp; JOBS ACT! https://t.co/SLvhLxP3Jl,01-11-2018 15:37:54,15213,62600,false,951478281303416832
Twitter for iPhone,With that being said I have personally directed the fix to the unmasking process since taking office and today’s vote is about foreign surveillance of foreign bad guys on foreign land. We need it! Get smart!,01-11-2018 14:14:51,12423,60560,false,951457382651056128
Twitter for iPhone,“45 year low in illegal immigration this year.” @foxandfriends,01-11-2018 13:11:46,16253,84555,false,951441504203104256
Twitter for iPhone,“House votes on controversial FISA ACT today.” This is the act that may have been used with the help of the discredited and phony Dossier to so badly surveil and abuse the Trump Campaign by the previous administration and others?,01-11-2018 12:33:21,17274,72410,false,951431836030459905
Twitter for iPhone,In new Quinnipiac Poll 66% of people feel the economy is “Excellent or Good.” That is the highest number ever recorded by this poll.,01-11-2018 11:43:59,21318,96789,false,951419415794511872
Twitter for iPhone,Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?” @foxandfriends  Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails?  What a mess!,01-11-2018 11:33:06,22798,82158,false,951416674808467461
Twitter for iPhone,Good news: Toyota and Mazda announce giant new Huntsville Alabama plant which will produce over 300000 cars and SUV’s a year and employ 4000 people. Companies are coming back to the U.S. in a very big way. Congratulations Alabama!,01-11-2018 04:29:02,36627,176601,false,951309956720087041
Twitter for iPhone,Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announce they are bringing 4000 JOBS and investing $1.6 BILLION in Alabama helping to further grow our economy! https://t.co/Kcg8IVH6iA,01-10-2018 23:37:41,23085,89943,false,951236634095308800
Twitter for iPhone,The United States needs the security of the Wall on the Southern Border which must be part of any DACA approval. The safety and security of our country is #1! https://t.co/4CFzQXb5aS,01-10-2018 23:07:48,15828,69057,false,951229113897013248
Twitter for iPhone,Today it was my great honor to welcome Prime Minister Erna Solberg of Norway to the @WhiteHouse - a great friend and ally of the United States! Joint press conference: https://t.co/qWR1BhfQZI https://t.co/PJvwznjRCO,01-10-2018 21:31:30,9570,50505,false,951204878562549767
Twitter for iPhone,I want to thank my @Cabinet for working tirelessly on behalf of our country. 2017 was a year of monumental achievement and we look forward to the year ahead. Together we are delivering results and MAKING AMERICA GREAT AGAIN! https://t.co/ptXa1hAPwW https://t.co/yv6RALkQf3,01-10-2018 20:08:37,11875,56051,false,951184020150382592
Twitter for iPhone,The single greatest Witch Hunt in American history continues. There was no collusion everybody including the Dems knows there was no collusion &amp; yet on and on it goes. Russia &amp; the world is laughing at the stupidity they are witnessing. Republicans should finally take control!,01-10-2018 15:14:15,28805,119548,false,951109942685126656
Twitter for iPhone,The fact that Sneaky Dianne Feinstein who has on numerous occasions stated that collusion between Trump/Russia has not been found would release testimony in such an underhanded and possibly illegal way totally without authorization is a disgrace. Must have tough Primary!,01-10-2018 15:00:29,22740,92227,false,951106475254059008
Twitter for iPhone,It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.,01-10-2018 14:11:13,26665,108152,false,951094078661414912
Twitter for iPhone,.@ICEgov HSI agents and ERO officers on behalf of an entire Nation THANK YOU for what you are doing 24/7/365 to keep fellow American’s SAFE. Everyone is so grateful!#LawEnforcementAppreciationDayPresident @realDonaldTrump https://t.co/HXCpTlruVo,01-10-2018 04:23:58,13822,60252,false,950946293077209088
Twitter for iPhone,Thank you @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER we are #MAGA🇺🇸 https://t.co/QaxtqpyXTR,01-10-2018 03:48:26,11893,51951,false,950937350003183618
Twitter for iPhone,As I made very clear today our country needs the security of the Wall on the Southern Border which must be part of any DACA approval.,01-10-2018 00:16:57,24552,123413,false,950884128379035650
Twitter for iPhone,RT @Scavino45: “Utilities cutting rates cite benefits of Trump tax reform” https://t.co/u19JMs4Bsr,01-09-2018 23:59:38,11716,0,true,950879772644659200
Twitter for iPhone,Today it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they transition back to civilian life. We must ensure that our HEROES are given the care and support they so richly deserve! https://t.co/0MdP9DDIAS https://t.co/LP2a8KCBAp,01-09-2018 23:07:09,19481,82151,false,950866561153331202
Twitter for iPhone,HAPPY NEW YEAR! We are MAKING AMERICA GREAT AGAIN and much faster than anyone thought possible!,12-31-2017 23:43:04,35394,156032,false,947614110082043904
Twitter for iPhone,As our Country rapidly grows stronger and smarter I want to wish all of my friends supporters enemies haters and even the very dishonest Fake News Media a Happy and Healthy New Year. 2018 will be a great year for America!,12-31-2017 22:18:20,39698,158995,false,947592785519173637
Twitter for iPhone,Iran the Number One State of Sponsored Terror with numerous violations of Human Rights occurring on an hourly basis has now closed down the Internet so that peaceful demonstrators cannot communicate. Not good!,12-31-2017 22:00:21,28128,87677,false,947588263103139841
Media Studio,What a year it’s been and we're just getting started. Together we are MAKING AMERICA GREAT AGAIN! Happy New Year!! https://t.co/qsMNyN1UJG,12-31-2017 19:06:52,26633,101162,false,947544600918372353
